query,user,date,content,replies,retweets,likes
Modi resign,/epawitter1,2025-08-26T17:17:15.000Z,"Edison Plato M @epawitter1 · Aug 26 Translated from Hindi by Grok
The BJP government has been formed through theft. It has no right to remain in power. Modi and Amit Shah should resign immediately, and the EC should be put in jail Quote Gurpreet SaNDhu @GurpreetSa63730 · Aug 26 Replying to @INCIndia and @RahulGandhi बीजेपी सरकार चोरी से बनी हुई है। इसको  सत्ता में रहने का कोई हक नहीं मोदी और अमित शाह को इस्तीफा देना चाहिए। तुरंत और EC को जेल में डाला जाना चाहिए। 13",13,13,13
Modi resign,/A2003Jeff36591,2025-08-26T16:54:56.000Z,JeffA2003 @A2003Jeff36591 · Aug 26 Trump hates India and loves China & Pakistan. Modi should resign and leave politics for good. 24,24,24,24
Modi resign,/jabinchacko,2025-08-26T16:38:30.000Z,"Jeby @jabinchacko · Aug 26 Replying to @gemsofbabus_ In that case he must resign immediately , we can't have an NRI PM in India, who always work from abroad, (new MODI working mode) & his entire team so to make the Nation Self Reliant and Developed. @BJP4India 24",24,24,24
Modi resign,/ArvindSing15524,2025-08-26T14:56:12.000Z,"Arvind Singh @ArvindSing15524 · Aug 26 I can’t refuse, as the bar council gave me a license to practice law. Anyway, the bottom line is, that Modi Ji has no degree, whatsoever. He should be sacked, or resign . It’s a case of perjury. Quote Ajay Kamath @ajay43 · Aug 26 So whenever the National Medical Council wants to see my medical degree I can refuse, stating that it’s my personal business? 1 53",1,1,1
Modi resign,/raviusha89,2025-08-26T14:26:12.000Z,"Ravi RM @raviusha89 · Aug 26 Replying to @TVMohandasPai @RahulGandhi and @sardesairajdeep You have accepted that the voters list is not perfect. 
That itself is enough, Modi should resign . 3",3,3,3
Modi resign,/SAPAMSUBHANGKER,2025-08-26T13:57:16.000Z,"Sapam Subhangker @SAPAMSUBHANGKER · Aug 26 PM Modi Should Resign On Morale Ground . US tariff shock: Which sectors in India would be hit hard, which remain safe for now From indianexpress.com 38",38,38,38
Modi resign,/sunny_mannumood,2025-08-26T13:36:43.000Z,Sanil Varghese @sunny_mannumood · Aug 26 Replying to @total_woke_ Unlike Modi they all filed correct details while filing nominations. Filing of wrong details means  elections are not valid and he or she needs to resign . Further it is a criminal offence punishable upto 7 years imprisonment 2 1 2 232,2,2,2
Modi resign,/Akankshadesire4,2025-08-26T12:55:28.000Z,Akanksha @Akankshadesire4 · Aug 26 Replying to @divya_gandotra I felt ashamed whn I went to Mathura Vrindavan. This is the price we pay whn we vote these bollywodiyas who r nothing. @dreamgirlhema have some shame. Resign if you can't maintain a city like Mathura which is so important to us. All of them are just using modi ji's name to win. 16,16,16,16
Modi resign,/OneVikashSharma,2025-08-26T12:39:18.000Z,vikash sharma @OneVikashSharma · Aug 26 Replying to @IndianInfoGuid We urge modi to resign 14,14,14,14
Modi resign,/dzango71,2025-08-26T11:41:46.000Z,Dzango @dzango71 · Aug 26 Complete failure Modi has to resign . 6,6,6,6
Modi resign,/Archana05583518,2025-08-26T11:19:35.000Z,"Archana Jha @Archana05583518 · Aug 26 Selfishness to combat anti incumbency ignoring needy states

One party One Destination 
One Capitalist One STATE #VoteChorGaddiChhod #11YearsOfModiLootLiesFraud #AdaniScam #ModiDegreeDikhao #ModiDisasterForIndia #modi _must_ resign #BiharElections #VoteChoriBJP Quote Narendra Modi @narendramodi · Aug 26 Today is a special day in India’s quest for self-reliance and being a hub for green mobility. At the programme in Hansalpur, e-VITARA will be flagged off. This Battery Electric Vehicle (BEV) is made in India and will be exported to over a hundred nations. In a big boost to our Show more 24",24,24,24
Modi resign,/SAPAMSUBHANGKER,2025-08-26T10:48:08.000Z,"Sapam Subhangker @SAPAMSUBHANGKER · Aug 26 PM Modi Should Resign On Morale Ground .Stock market closing highlights: Sensex falls 849 pts; Nifty at 24,712; India VIX up 4% https:// mybs.in/2epQ6ff Download the BS App https:// mybs.in/apps for more insights. Stock Market LIVE: Sensex sinks 550 pts, Nifty tests 24,800; Voda Idea sheds 6%, Protean zooms 12% From business-standard.com 3 318",3,3,3
Modi resign,/SAPAMSUBHANGKER,2025-08-26T10:44:36.000Z,"Sapam Subhangker @SAPAMSUBHANGKER · Aug 26 PM Modi Should Resign On Morale Ground .US tariffs, FII selling among reasons why Sensex, Nifty are falling today https:// mybs.in/2epQ6kW Download the BS App https:// mybs.in/apps for more insights. Stock Market Crash Today: US tariffs, FII selling among reasons why Sensex, Nifty are falling today From business-standard.com 44",44,44,44
Modi resign,/DrsanjaySanjay,2025-08-26T10:42:22.000Z,Dr Sanjay Agrawal @DrsanjaySanjay · Aug 26 Replying to @TheIncNews 100 percent modi should resign 5,5,5,5
Modi resign,/MaaaKaLaal,2025-08-26T10:42:05.000Z,बंड्या (पीटर) फर्नांडिस @MaaaKaLaal · Aug 26 #Indian #economy destroyed... #modi should resign .... #HDFCBank 32,32,32,32
Modi resign,/viky4chat,2025-08-26T09:18:12.000Z,"Vikram Mehta @viky4chat · Aug 26 @narendramodi said He never seen college in his life @AmitShah shows his BA & MA degrees. From where he got printed these fake certificates?

Gujarati  Fraud! 

Had @RahulGandhi possessed fake degree like Modi , by now he would have been asked to resign as PM

Shameless Modi 1 1 48",1,1,1
Modi resign,/SunilRPalkar,2025-08-26T08:32:46.000Z,Proud to be Kafir @SunilRPalkar · Aug 26 Replying to @raavan_india and @khurpenchh Modi should resign 3,3,3,3
Modi resign,/Archana05583518,2025-08-26T07:39:54.000Z,"Archana Jha @Archana05583518 · Aug 26 GOBARKAAL gaumutra bharat under #ModiDisasterForIndia regime #modi _must_ resign garbage party gutter politics gobar Minister gaumutra ideology dustbin DNA policy paralysis ideological bankruptcy defunct mindset #Modani model doggie #media #11YearsOfModiLootLiesFraud #ssc_protest Quote Vikas Bansal @INCBANSAL · Aug 25 सुप्रीम कोर्ट से हाथ जोड़कर निवेदन है हमें कुत्ता ही समझ लो कुत्तों को न्याय मिल रहा है पर छात्रों को नहीं

SCC छात्रों के प्रोटेस्ट में आया ये लड़का #ssc_protest #VoteChorGaddiChhod 26",26,26,26
Modi resign,/localthoghts,2025-08-26T07:14:20.000Z,"Local Thoughts @localthoghts · Aug 26 Replying to @the_fauxy Now, enough is enough Modi should Resign.... 25",25,25,25
Modi resign,/JoyAlph,2025-08-26T06:31:49.000Z,"Joy Alphonse @JoyAlph · Aug 26 Replying to @RavinderKapur2 It becomes very necessary to arrest HM for creating fake degree certificates for PM Modi . He must resign forthwith.
JAI HIND 1 1 111",1,1,1
Modi resign,/Vikashtehlan28,2025-08-26T06:27:01.000Z,Vikash Tehlan @Vikashtehlan28 · Aug 26 Replying to @narendramodi Dear Modi we don’t need this kind of gain. Please sir if you really love this country resi gn please 9,9,9,9
Modi resign,/JeEnergy82355,2025-08-26T05:47:09.000Z,JEEnergy @JeEnergy82355 · Aug 26 Replying to @sagarikaghose and @narendramodi B.A. DEGREE DOESNT HAVE ANY VALUES NOWADAYS. YOU MUST RESIGN NOW @sagarikaghose I have BE degree from IIT MADRAS. YOUNG BLOOD MUST TAKE OVER POLITICS. What did you do to bengal ??Atleast Modi did something for the countries development. Also post @MamataOfficial MA islamic degree 11,11,11,11
Modi resign,/SM76458400,2025-08-26T05:41:14.000Z,"A Common Indian @SM76458400 · Aug 26 This is a serious issue. People want to know whether Modi provided false information in the nomination papers. 

Already a lot of things about Modi are shrouded in secrecy. Modi himself should clear the controversy or if he lied about his qualification, he should RESIGN . Quote Raju Parulekar @rajuparulekar · Aug 25 Isn’t it mind boggling that the Degrees which Amit Shah himself showed in the Press Conference and official BJP handles shared it on SM, is being denied by the Delhi HC If any/both of these Degree turns out to be FAKE, it shall be a sufficient basis to PENALISE Show more 1 18",1,1,1
Modi resign,/SwayamTewari,2025-08-26T05:37:58.000Z,"Swayam Tiwari @SwayamTewari · Aug 26 Replying to @narendramodi Modi Ji, you must resign now. 
Hope you have read Supreme Court's order setting up an SIT to investigate Ambani-owned Vantara. You went to this so-called rescue center and gave respectability to Vantara. 
Now the same respectability is under a cloud and should the SIT declare Show more 7 6 51 4.4K",7,7,7
Modi resign,/grok,2025-08-26T05:02:46.000Z,"Grok @grok · Aug 26 Replying to @dailyneeds2025 Based on recent news and official statements, there's no credible evidence suggesting Prime Minister Narendra Modi will resign before September 17, 2025. Rumors about a retirement at age 75 have been repeatedly denied by BJP leaders, with no formal party rule requiring it. He Show more 1 24",1,1,1
Modi resign,/Solivagante68,2025-08-26T04:34:27.000Z,"Solivagante @Solivagante68 · Aug 26 To theek hai pahale tumare cabinet ke ministries se hi shuru karte hai, 11 saal ka chitta khulegi Modi se le kar sab ke sab resign karo abhi Quote Piyush Goyal @PiyushGoyal · Aug 25 अगर आप भ्रष्टाचार में आकंठ डूबे हुए हैं, तो आपको गिरफ्तार भी किया जाएगा, जेल भी जाना पड़ेगा और इस्तीफ़ा भी देना पड़ेगा। 2 48",2,2,2
Modi resign,/knightx009,2025-08-26T04:31:39.000Z,KnightX @knightx009 · Aug 26 Parody account Replying to @Prakashplutus The tariff negotiation did not go well as per the instructions of the legendary investor Rakesh. I Narendra Modi hereby resign because the legendary investor has suffered a loss. 94,94,94,94
Modi resign,/KunalCh37079569,2025-08-26T04:21:09.000Z,Kunal Chatterjee @KunalCh37079569 · Aug 26 Replying to @VanditaMishr Aap kya sachmuch chahti hain #Modi ji apni degree Delhi University se Authenticate karwaye aur PM post se Resign karke Jail chale jaye khud hi Kyunki Jo hain hi Nahi usko kaise Authenticate kiya ja sakta hain Election affidavit mein jhut bolna pada hain 2 45,2,2,2
Modi resign,/natasshasharrma,2025-08-26T03:48:51.000Z,Nattasha Sharrma नत्ताशा शर्मा @natasshasharrma · Aug 26 Entirely Compromised errrr EC alliance with BJP exposed and so Modi who grabbed power must resign . #VoteChorGaddiChhod From Congress 2 6 210,2,2,2
Modi resign,/Archana05583518,2025-08-26T03:06:36.000Z,"Archana Jha @Archana05583518 · Aug 26 Collapsing India be it highways airports bridges infrastr. morality ethics everything from propagandist reel minister scammer toll Min. inefficient popcorn Min failed joker & ninda min protege bulldozer Min flop tadipaar to fake Modani Min 
GOBARKAAL gaumutra bharat. #modi _ resign Quote Indian Gems @IndianGems_ · Aug 25 ₹42 Crore Ahmedabad’s Hatkeshwar Bridge will be demolished for ₹4 Crore after being closed since 2022 due to safety concerns.

Imagine the level of JOKE on taxpayers 11",11,11,11
Modi resign,/Gurumoorty,2025-08-26T03:04:25.000Z,vg @Gurumoorty · Aug 26 Replying to @avarakai Then time for Modi to resign 1 147,1,1,1
Modi resign,/ms_rana,2025-08-26T02:36:19.000Z,"M S Rana @ms_rana · Aug 26 Modi will speak on everything except:
1. Trump's repeated humiliation (unable to defend country's honor)
2. His highly controversial BA & MA degrees

In any other country such a PM would have resigned or forced to resign by now. But in #HinduRashtra fake degree is new normal. 1 45",1,1,1
Modi resign,/Kewrious,2025-08-26T01:46:03.000Z,"Kewrious @Kewrious · Aug 26 No. Calls for him to show his degree  are to prove Modi lied underoath to @ECISVEEP . Which means he has to resign Quote Anish Gawande @anishgawande · Aug 25 The education of a PM - or indeed any elected official - has little to do with how well they govern.

Calls for PM Modi to show his degree are rooted in a conception of politics that is inherently classist. Disagree with him on his ideology, his failed policies - not his degree. 1 48",1,1,1
Modi resign,/kanhaiyaietlko,2025-08-26T01:45:24.000Z,Kanhaiya Singh @kanhaiyaietlko · Aug 26 Replying to @MeghUpdates Shouldn't Modi still resign ? 1 82,1,1,1
Modi resign,/cosmetickrafts1,2025-08-26T01:41:27.000Z,The Plastic Doctor (Surgeon) @cosmetickrafts1 · Aug 26 Replying to @kamaalrkhan Agar vice president chunaw haare to modi has to resign . No confidence motion aa jaayega. Waise bhi 17 September ko 75 year ke hone wale hai. 202,202,202,202
Modi resign,/Vicky_Tiwari_,2025-08-26T01:21:47.000Z,"Vikas Tiwari @Vicky_Tiwari_ · Aug 26 Replying to @DipuKum09447913 and @BoltaHindustan Jhoota affidavit dena election me crime hai, If a case is filled against modi for false affidavit he has to resign . 2 58",2,2,2
Modi resign,/YaashParekh,2025-08-26T00:39:23.000Z,"Yash Parekh @YaashParekh · Aug 26 RuleofLawshudapplytoTopPosts!
HM AmitShah toANI:“PM Modi has brought a constitutional amendment against himself,if the Prime Minister goes to jail, he must RESIGN .”

“Earlier, Indira Gandhi’s 39th amendment PROTECTED top posts from judicial review. Modi ji is doing the OPPOSITE.” 17",17,17,17
Modi resign,/HG_Showcase,2025-08-25T22:09:48.000Z,Desh Ki Dharti @HG_Showcase · Aug 26 Replying to @grok and @Vtxt21 And how public sentiment going positive against bjp after modi resign or going jail for fake degree. Blah blah Seriously don't talk poltics if you don't understand it ok. 1 4,1,1,1
Modi resign,/narwal_jaswant,2025-08-25T21:39:05.000Z,"Jaswant Narwal @narwal_jaswant · Aug 26 Why did Election Commission didn't verify the veracity of the  claim of degree in the affidavit tendered by Modi ji ? 
One MLA of AAP in Delhi was hounded in streets & has to resign . 18",18,18,18
Modi resign,/grok,2025-08-25T20:43:40.000Z,"Grok @grok · Aug 26 Replying to @d_mango_person and @PoornimaNimo The claim about PM Modi refers to the Constitution (130th Amendment) Bill, 2025, which requires the PM to resign if in custody for 30 days. Reports indicate Modi ensured it applied to himself.

Bangladesh separated from Pakistan under Indira Gandhi's leadership in 1971.

Indira Show more Ask Grok 1 1 2 128",1,1,1
Modi resign,/karan_sing20547,2025-08-25T20:05:40.000Z,"Karan Pratap singh @karan_sing20547 · Aug 26 #ssc_protest #ssc_job_chor #SSC_VENDOR_FAILURE #CHANGE_SSC_VENDOR #NO_Wrong_SSC_Question @RahulGandhi @dhruv_rathee @ravish_journo @TheLallantop @DoPTGoI @DrJitendraSingh @TheDeshBhakt @ppbajpai @BhimArmyChief @ArvindKejriwal #modi _rojgar_do_ @Swamy39 #Resign sscChairman Quote ANI @ANI · Aug 25 #WATCH | Delhi: On the SSC exams, SSC Chairman S. Gopalakrishnan says, ""I would only say this to students: that the exam should be fair and transparent. To avoid malpractices, we are implementing these changes... It is SSC's responsibility to conduct the exam... There are four Show more 11",11,11,11
Modi resign,/CryptooHobbit,2025-08-25T20:01:56.000Z,Gandalf @CryptooHobbit · Aug 26 Replying to @mukul_5199 @grok and @ShyamMeeraSingh Chal ab confirm ho gaya ab bol aur accept kar ki modi coward nikla. Jhoot bola usne China ki bhi chaat raha aur pak ki bhi . Accept MODI IS A COWARD AND A LIAR. He must resign . 1 18,1,1,1
Modi resign,/ARIEL_SIDON,2025-08-25T18:42:22.000Z,ARIEL @ARIEL_SIDON · Aug 26 Will the @DefenceMinIndia @HMOIndia @PMOIndia @adgpi please look into this where traitor @PravinSawhney seems to b talking to a Pakistani Channel & making absurd allegations #courtmartialpraveenshawney Why Modi Pressurized Air Chief AP Singh To Resign youtube.com Why Modi Pressurized Air Chief AP Singh To Resign? | Pravin Sawhney... #indiapakistan #indopakwar #pravinsawhney Why Modi Pressurized Air Chief AP Singh To Resign? | Pravin Sawhney Analysis | India Pakistan War 15,15,15,15
